ligando,atomos_glue,tipos,pose_TDP43_v2,pose_TDP43,pose_SOD1,pose_FUS
CHEMBL4530618,4,CG0+G0,0,0,0,0
CHEMBL4530621,4,CG0+G0,0,0,0,0
CHEMBL4530654,4,CG0+G0,0,0,0,0
CHEMBL4530663,4,CG0+G0,0,0,0,0
CHEMBL4530669,4,CG0+G0,0,0,0,0
CHEMBL4530731,4,CG0+G0,0,0,0,0
CHEMBL4530744,4,CG0+G0,0,0,0,0
CHEMBL4530768,4,CG0+G0,0,0,0,0
CHEMBL4530771,4,CG0+G0,0,0,0,0
CHEMBL4530811,4,CG0+G0,0,0,0,0
CHEMBL4530860,4,CG0+G0,0,0,0,0
CHEMBL4530892,4,CG0+G0,0,0,0,0
CHEMBL4530904,4,CG0+G0,0,0,0,0
CHEMBL4530928,4,CG0+G0,0,0,0,0
CHEMBL4530946,4,CG0+G0,0,0,0,0
CHEMBL4530970,4,CG0+G0,0,0,0,0
CHEMBL4530973,4,CG0+G0,0,0,0,0
CHEMBL4530992,4,CG0+G0,0,0,0,0
CHEMBL4531006,4,CG0+G0,0,0,0,0
CHEMBL4531013,4,CG0+G0,0,0,0,0
CHEMBL4531036,4,CG0+G0,0,0,0,0
CHEMBL4531053,4,CG0+G0,0,0,0,0
CHEMBL4531077,4,CG0+G0,0,0,0,0
CHEMBL4531105,4,CG0+G0,0,0,0,0
CHEMBL4531123,4,CG0+G0,0,0,0,0
CHEMBL4531173,4,CG0+G0,0,0,0,0
CHEMBL4531187,4,CG0+G0,0,0,0,0
CHEMBL4531255,4,CG0+G0,0,0,0,0
CHEMBL4531282,4,CG0+G0,0,0,0,0
CHEMBL4531291,4,CG0+G0,0,0,0,0
CHEMBL4531307,4,CG0+G0,0,0,0,0
CHEMBL4531347,4,CG0+G0,0,0,0,0
CHEMBL4531378,4,CG0+G0,0,0,0,0
CHEMBL4531409,4,CG0+G0,0,0,0,0
CHEMBL4531414,4,CG0+G0,0,0,0,0
CHEMBL4531417,4,CG0+G0,0,0,0,0
CHEMBL4531430,4,CG0+G0,0,0,0,0
CHEMBL4531434,4,CG0+G0,0,0,0,0
CHEMBL4531447,4,CG0+G0,0,0,0,0
CHEMBL4531461,4,CG0+G0,0,0,0,0
CHEMBL4531511,4,CG0+G0,0,0,0,0
CHEMBL4531514,4,CG0+G0,0,0,0,0
CHEMBL4531524,4,CG0+G0,0,0,0,0
CHEMBL4531548,4,CG0+G0,0,0,0,0
CHEMBL4531552,4,CG0+G0,0,0,0,0
CHEMBL4531580,4,CG0+G0,0,0,0,0
CHEMBL4531581,4,CG0+G0,0,0,0,0
CHEMBL4531584,4,CG0+G0,0,0,0,0
CHEMBL4531598,4,CG0+G0,0,0,0,0
CHEMBL4531600,4,CG0+G0,0,0,0,0
CHEMBL4531638,4,CG0+G0,0,0,0,0
CHEMBL4531645,4,CG0+G0,0,0,0,0
CHEMBL4531651,4,CG0+G0,0,0,0,0
CHEMBL4531652,4,CG0+G0,0,0,0,0
CHEMBL4531662,4,CG0+G0,0,0,0,0
CHEMBL4531669,4,CG0+G0,0,0,0,0
CHEMBL4531690,4,CG0+G0,0,0,0,0
CHEMBL4531702,4,CG0+G0,0,0,0,0
CHEMBL4531752,4,CG0+G0,0,0,0,0
CHEMBL4531813,4,CG0+G0,0,0,0,0
CHEMBL4531818,4,CG0+G0,0,0,0,0
CHEMBL4531834,4,CG0+G0,0,0,0,0
CHEMBL4531850,4,CG0+G0,0,0,0,0
CHEMBL4531855,4,CG0+G0,0,0,0,0
CHEMBL4531867,4,CG0+G0,0,0,0,0
CHEMBL4531885,4,CG0+G0,0,0,0,0
CHEMBL4531886,4,CG0+G0,0,0,0,0
CHEMBL4531915,4,CG0+G0,0,0,0,0
CHEMBL4531925,4,CG0+G0,0,0,0,0
CHEMBL4531949,4,CG0+G0,0,0,0,0
CHEMBL4531988,4,CG0+G0,0,0,0,0
CHEMBL4532007,4,CG0+G0,0,0,0,0
CHEMBL4532058,4,CG0+G0,0,0,0,0
CHEMBL4532077,4,CG0+G0,0,0,0,0
CHEMBL4532094,4,CG0+G0,0,0,0,0
CHEMBL4532189,4,CG0+G0,0,0,0,0
CHEMBL4532199,4,CG0+G0,0,0,0,0
CHEMBL4532265,4,CG0+G0,0,0,0,0
CHEMBL4532288,4,CG0+G0,0,0,0,0
CHEMBL4532299,4,CG0+G0,0,0,0,0
CHEMBL4532300,4,CG0+G0,0,0,0,0
CHEMBL4532326,4,CG0+G0,0,0,0,0
CHEMBL4532336,4,CG0+G0,0,0,0,0
CHEMBL4532363,4,CG0+G0,0,0,0,0
CHEMBL4532381,4,CG0+G0,0,0,0,0
CHEMBL4532389,4,CG0+G0,0,0,0,0
CHEMBL4532403,4,CG0+G0,0,0,0,0
CHEMBL4532434,4,CG0+G0,0,0,0,0
CHEMBL4532473,4,CG0+G0,0,0,0,0
CHEMBL4532481,4,CG0+G0,0,0,0,0
CHEMBL4532493,4,CG0+G0,0,0,0,0
CHEMBL4532497,4,CG0+G0,0,0,0,0
CHEMBL4532549,4,CG0+G0,0,0,0,0
CHEMBL4532587,4,CG0+G0,0,0,0,0
CHEMBL4532637,4,CG0+G0,0,0,0,0
CHEMBL4532640,4,CG0+G0,0,0,0,0
CHEMBL4532743,4,CG0+G0,0,0,0,0
CHEMBL4532749,4,CG0+G0,0,0,0,0
CHEMBL4532759,4,CG0+G0,0,0,0,0
CHEMBL4532810,4,CG0+G0,0,0,0,0
CHEMBL4532878,4,CG0+G0,0,0,0,0
CHEMBL4532910,4,CG0+G0,0,0,0,0
CHEMBL4532915,4,CG0+G0,0,0,0,0
CHEMBL4532939,4,CG0+G0,0,0,0,0
CHEMBL4533158,4,CG0+G0,0,0,0,0
CHEMBL4533159,4,CG0+G0,0,0,0,0
CHEMBL4533216,4,CG0+G0,0,0,0,0
CHEMBL4533223,4,CG0+G0,0,0,0,0
CHEMBL4533229,4,CG0+G0,0,0,0,0
CHEMBL4533243,4,CG0+G0,0,0,0,0
CHEMBL4533247,4,CG0+G0,0,0,0,0
CHEMBL4533249,4,CG0+G0,0,0,0,0
CHEMBL4533294,4,CG0+G0,0,0,0,0
CHEMBL4533303,4,CG0+G0,0,0,0,0
CHEMBL4533305,4,CG0+G0,0,0,0,0
CHEMBL4533320,4,CG0+G0,0,0,0,0
CHEMBL4533349,4,CG0+G0,0,0,0,0
CHEMBL4533352,4,CG0+G0,0,0,0,0
CHEMBL4533414,4,CG0+G0,0,0,0,0
CHEMBL4533447,4,CG0+G0,0,0,0,0
CHEMBL4533456,4,CG0+G0,0,0,0,0
CHEMBL4533505,4,CG0+G0,0,0,0,0
CHEMBL4533512,4,CG0+G0,0,0,0,0
CHEMBL4533524,4,CG0+G0,0,0,0,0
CHEMBL4533526,4,CG0+G0,0,0,0,0
CHEMBL4533588,4,CG0+G0,0,0,0,0
CHEMBL4533594,4,CG0+G0,0,0,0,0
CHEMBL4533607,4,CG0+G0,0,0,0,0
CHEMBL4533620,4,CG0+G0,0,0,0,0
CHEMBL4533696,4,CG0+G0,0,0,0,0
CHEMBL4533702,4,CG0+G0,0,0,0,0
CHEMBL4533719,4,CG0+G0,0,0,0,0
CHEMBL4533721,4,CG0+G0,0,0,0,0
CHEMBL4533733,4,CG0+G0,0,0,0,0
CHEMBL4533744,4,CG0+G0,0,0,0,0
CHEMBL4533797,4,CG0+G0,0,0,0,0
CHEMBL4533818,4,CG0+G0,0,0,0,0
CHEMBL4533868,4,CG0+G0,0,0,0,0
CHEMBL4533895,4,CG0+G0,0,0,0,0
CHEMBL4533909,4,CG0+G0,0,0,0,0
CHEMBL4533933,4,CG0+G0,0,0,0,0
CHEMBL4533957,4,CG0+G0,0,0,0,0
CHEMBL4534005,4,CG0+G0,0,0,0,0
CHEMBL4534028,4,CG0+G0,0,0,0,0
CHEMBL4534061,4,CG0+G0,0,0,0,0
CHEMBL4534065,4,CG0+G0,0,0,0,0
CHEMBL4534096,4,CG0+G0,0,0,0,0
CHEMBL4534136,4,CG0+G0,0,0,0,0
CHEMBL4534141,4,CG0+G0,0,0,0,0
CHEMBL4534142,4,CG0+G0,0,0,0,0
CHEMBL4534156,4,CG0+G0,0,0,0,0
CHEMBL4534186,4,CG0+G0,0,0,0,0
CHEMBL4534235,4,CG0+G0,0,0,0,0
CHEMBL4534239,4,CG0+G0,0,0,0,0
CHEMBL4534273,4,CG0+G0,0,0,0,0
CHEMBL4534285,4,CG0+G0,0,0,0,0
CHEMBL4534286,4,CG0+G0,0,0,0,0
CHEMBL4534297,4,CG0+G0,0,0,0,0
CHEMBL4534315,4,CG0+G0,0,0,0,0
CHEMBL4534347,4,CG0+G0,0,0,0,0
CHEMBL4534388,4,CG0+G0,0,0,0,0
CHEMBL4534398,4,CG0+G0,0,0,0,0
CHEMBL4534438,4,CG0+G0,0,0,0,0
CHEMBL4534439,4,CG0+G0,0,0,0,0
CHEMBL4534477,4,CG0+G0,0,0,0,0
CHEMBL4534480,4,CG0+G0,0,0,0,0
CHEMBL4534494,4,CG0+G0,0,0,0,0
CHEMBL4534586,4,CG0+G0,0,0,0,0
CHEMBL4534588,4,CG0+G0,0,0,0,0
CHEMBL4534611,4,CG0+G0,0,0,0,0
CHEMBL4534614,4,CG0+G0,0,0,0,0
CHEMBL4534622,4,CG0+G0,0,0,0,0
CHEMBL4534646,4,CG0+G0,0,0,0,0
CHEMBL4534669,4,CG0+G0,0,0,0,0
CHEMBL4534704,4,CG0+G0,0,0,0,0
CHEMBL4534753,4,CG0+G0,0,0,0,0
CHEMBL4548479,4,CG0+G0,0,0,0,0
CHEMBL4548517,4,CG0+G0,0,0,0,0
CHEMBL4548518,4,CG0+G0,0,0,0,0
CHEMBL4562726,4,CG0+G0,0,0,0,0
CHEMBL4562732,4,CG0+G0,0,0,0,0
CHEMBL4562733,4,CG0+G0,0,0,0,0
CHEMBL4562735,4,CG0+G0,0,0,0,0
CHEMBL4562756,4,CG0+G0,0,0,0,0
CHEMBL4562765,4,CG0+G0,0,0,0,0
CHEMBL4562802,4,CG0+G0,0,0,0,0
CHEMBL4562804,4,CG0+G0,0,0,0,0
CHEMBL4562861,4,CG0+G0,0,0,0,0
CHEMBL4562885,4,CG0+G0,0,0,0,0
CHEMBL4563096,4,CG0+G0,0,0,0,0
CHEMBL4563203,4,CG0+G0,0,0,0,0
CHEMBL4564073,4,CG0+G0,0,0,0,0
CHEMBL4564138,4,CG0+G0,0,0,0,0
CHEMBL4564139,4,CG0+G0,0,0,0,0
CHEMBL4564152,4,CG0+G0,0,0,0,0
CHEMBL4564178,4,CG0+G0,0,0,0,0
CHEMBL4564201,4,CG0+G0,0,0,0,0
CHEMBL4564257,4,CG0+G0,0,0,0,0
CHEMBL4564271,4,CG0+G0,0,0,0,0
CHEMBL4564342,4,CG0+G0,0,0,0,0
CHEMBL4564347,4,CG0+G0,0,0,0,0
CHEMBL4564364,4,CG0+G0,0,0,0,0
CHEMBL4564386,4,CG0+G0,0,0,0,0
CHEMBL4564420,4,CG0+G0,0,0,0,0
CHEMBL4564447,4,CG0+G0,0,0,0,0
CHEMBL4564474,4,CG0+G0,0,0,0,0
CHEMBL4564483,4,CG0+G0,0,0,0,0
CHEMBL4564496,4,CG0+G0,0,0,0,0
CHEMBL4564514,4,CG0+G0,0,0,0,0
CHEMBL4564519,4,CG0+G0,0,0,0,0
CHEMBL4564578,4,CG0+G0,0,0,0,0
CHEMBL4564611,4,CG0+G0,0,0,0,0
CHEMBL4564660,4,CG0+G0,0,0,0,0
CHEMBL4564687,4,CG0+G0,0,0,0,0
CHEMBL4564700,4,CG0+G0,0,0,0,0
CHEMBL4564727,4,CG0+G0,0,0,0,0
CHEMBL4564729,4,CG0+G0,0,0,0,0
CHEMBL4564733,4,CG0+G0,0,0,0,0
CHEMBL4564846,4,CG0+G0,0,0,0,0
CHEMBL4564854,4,CG0+G0,0,0,0,0
CHEMBL4564923,4,CG0+G0,0,0,0,0
CHEMBL4564982,4,CG0+G0,0,0,0,0
CHEMBL4564987,4,CG0+G0,0,0,0,0
CHEMBL4565082,4,CG0+G0,0,0,0,0
CHEMBL4565119,4,CG0+G0,0,0,0,0
CHEMBL4565134,4,CG0+G0,0,0,0,0
CHEMBL4565156,4,CG0+G0,0,0,0,0
CHEMBL4565164,4,CG0+G0,0,0,0,0
CHEMBL4565173,4,CG0+G0,0,0,0,0
CHEMBL4565176,4,CG0+G0,0,0,0,0
CHEMBL4565187,4,CG0+G0,0,0,0,0
CHEMBL4565201,4,CG0+G0,0,0,0,0
CHEMBL4565743,4,CG0+G0,0,0,0,0
CHEMBL4566114,4,CG0+G0,0,0,0,0
CHEMBL4566116,4,CG0+G0,0,0,0,0
CHEMBL4566127,4,CG0+G0,0,0,0,0
CHEMBL4566128,4,CG0+G0,0,0,0,0
CHEMBL4566134,4,CG0+G0,0,0,0,0
CHEMBL4566142,4,CG0+G0,0,0,0,0
CHEMBL4566150,4,CG0+G0,0,0,0,0
CHEMBL4566163,4,CG0+G0,0,0,0,0
CHEMBL4566166,4,CG0+G0,0,0,0,0
CHEMBL4566174,4,CG0+G0,0,0,0,0
CHEMBL4566193,4,CG0+G0,0,0,0,0
CHEMBL4566196,4,CG0+G0,0,0,0,0
CHEMBL4566209,4,CG0+G0,0,0,0,0
CHEMBL4566331,4,CG0+G0,0,0,0,0
CHEMBL4566351,4,CG0+G0,0,0,0,0
CHEMBL4566377,4,CG0+G0,0,0,0,0
CHEMBL4566396,4,CG0+G0,0,0,0,0
CHEMBL4566401,4,CG0+G0,0,0,0,0
CHEMBL4566429,4,CG0+G0,0,0,0,0
CHEMBL4566430,4,CG0+G0,0,0,0,0
CHEMBL4566439,4,CG0+G0,0,0,0,0
CHEMBL4566448,4,CG0+G0,0,0,0,0
CHEMBL4566461,4,CG0+G0,0,0,0,0
CHEMBL4566464,4,CG0+G0,0,0,0,0
CHEMBL4566465,4,CG0+G0,0,0,0,0
CHEMBL4566470,4,CG0+G0,0,0,0,0
CHEMBL4566484,4,CG0+G0,0,0,0,0
CHEMBL4566518,4,CG0+G0,0,0,0,0
CHEMBL4566532,4,CG0+G0,0,0,0,0
CHEMBL4566542,4,CG0+G0,0,0,0,0
CHEMBL4566585,4,CG0+G0,0,0,0,0
CHEMBL4566634,4,CG0+G0,0,0,0,0
CHEMBL4567654,4,CG0+G0,0,0,0,0
CHEMBL4567712,4,CG0+G0,0,0,0,0
CHEMBL4567728,4,CG0+G0,0,0,0,0
CHEMBL4567730,4,CG0+G0,0,0,0,0
CHEMBL4567791,4,CG0+G0,0,0,0,0
CHEMBL4567808,4,CG0+G0,0,0,0,0
CHEMBL4567819,4,CG0+G0,0,0,0,0
CHEMBL4567848,4,CG0+G0,0,0,0,0
CHEMBL4567849,4,CG0+G0,0,0,0,0
CHEMBL4567889,4,CG0+G0,0,0,0,0
CHEMBL4567906,4,CG0+G0,0,0,0,0
CHEMBL4567939,4,CG0+G0,0,0,0,0
CHEMBL4567942,4,CG0+G0,0,0,0,0
CHEMBL4568016,4,CG0+G0,0,0,0,0
CHEMBL4568066,4,CG0+G0,0,0,0,0
CHEMBL4568139,4,CG0+G0,0,0,0,0
CHEMBL4568148,4,CG0+G0,0,0,0,0
CHEMBL4568150,4,CG0+G0,0,0,0,0
CHEMBL4568153,4,CG0+G0,0,0,0,0
CHEMBL4568160,4,CG0+G0,0,0,0,0
CHEMBL4568162,4,CG0+G0,0,0,0,0
CHEMBL4568192,4,CG0+G0,0,0,0,0
CHEMBL4568221,4,CG0+G0,0,0,0,0
CHEMBL4568231,4,CG0+G0,0,0,0,0
CHEMBL4568239,4,CG0+G0,0,0,0,0
CHEMBL4568256,4,CG0+G0,0,0,0,0
CHEMBL4568282,4,CG0+G0,0,0,0,0
CHEMBL4568332,4,CG0+G0,0,0,0,0
CHEMBL4568337,4,CG0+G0,0,0,0,0
CHEMBL4568338,4,CG0+G0,0,0,0,0
CHEMBL4568390,4,CG0+G0,0,0,0,0
CHEMBL4568397,4,CG0+G0,0,0,0,0
CHEMBL4568409,4,CG0+G0,0,0,0,0
CHEMBL4568433,4,CG0+G0,0,0,0,0
CHEMBL4568450,4,CG0+G0,0,0,0,0
CHEMBL4568460,4,CG0+G0,0,0,0,0
CHEMBL4568539,4,CG0+G0,0,0,0,0
CHEMBL4568561,4,CG0+G0,0,0,0,0
CHEMBL4568572,4,CG0+G0,0,0,0,0
CHEMBL4568626,4,CG0+G0,0,0,0,0
CHEMBL4568666,4,CG0+G0,0,0,0,0
CHEMBL4568686,4,CG0+G0,0,0,0,0
CHEMBL4568724,4,CG0+G0,0,0,0,0
CHEMBL4568764,4,CG0+G0,0,0,0,0
CHEMBL4568792,4,CG0+G0,0,0,0,0
CHEMBL4568811,4,CG0+G0,0,0,0,0
CHEMBL4568850,4,CG0+G0,0,0,0,0
CHEMBL4568856,4,CG0+G0,0,0,0,0
CHEMBL4568862,4,CG0+G0,0,0,0,0
CHEMBL4569183,4,CG0+G0,0,0,0,0
CHEMBL4569244,4,CG0+G0,0,0,0,0
CHEMBL4569259,4,CG0+G0,0,0,0,0
CHEMBL4569295,4,CG0+G0,0,0,0,0
CHEMBL4569307,4,CG0+G0,0,0,0,0
CHEMBL4569312,4,CG0+G0,0,0,0,0
CHEMBL4569314,4,CG0+G0,0,0,0,0
CHEMBL4569341,4,CG0+G0,0,0,0,0
CHEMBL4569350,4,CG0+G0,0,0,0,0
CHEMBL4569360,4,CG0+G0,0,0,0,0
CHEMBL4569367,4,CG0+G0,0,0,0,0
CHEMBL4569381,4,CG0+G0,0,0,0,0
CHEMBL4569388,4,CG0+G0,0,0,0,0
CHEMBL4569395,4,CG0+G0,0,0,0,0
CHEMBL4569440,4,CG0+G0,0,0,0,0
CHEMBL4569449,4,CG0+G0,0,0,0,0
CHEMBL4570011,4,CG0+G0,0,0,0,0
CHEMBL4570020,4,CG0+G0,0,0,0,0
CHEMBL4570028,4,CG0+G0,0,0,0,0
CHEMBL4570039,4,CG0+G0,0,0,0,0
CHEMBL4570043,4,CG0+G0,0,0,0,0
CHEMBL4570181,4,CG0+G0,0,0,0,0
CHEMBL4570214,4,CG0+G0,0,0,0,0
CHEMBL4570272,4,CG0+G0,0,0,0,0
CHEMBL4570290,4,CG0+G0,0,0,0,0
CHEMBL4570336,4,CG0+G0,0,0,0,0
CHEMBL4570364,4,CG0+G0,0,0,0,0
CHEMBL4570403,4,CG0+G0,0,0,0,0
CHEMBL4570411,4,CG0+G0,0,0,0,0
CHEMBL4570438,4,CG0+G0,0,0,0,0
CHEMBL4570454,4,CG0+G0,0,0,0,0
CHEMBL4570466,4,CG0+G0,0,0,0,0
CHEMBL4570468,4,CG0+G0,0,0,0,0
CHEMBL4570553,4,CG0+G0,0,0,0,0
CHEMBL4570620,4,CG0+G0,0,0,0,0
CHEMBL4570643,4,CG0+G0,0,0,0,0
CHEMBL4570708,4,CG0+G0,0,0,0,0
CHEMBL4570709,4,CG0+G0,0,0,0,0
CHEMBL4570734,4,CG0+G0,0,0,0,0
CHEMBL4570756,4,CG0+G0,0,0,0,0
CHEMBL4570762,4,CG0+G0,0,0,0,0
CHEMBL4570804,4,CG0+G0,0,0,0,0
CHEMBL4570816,4,CG0+G0,0,0,0,0
CHEMBL4570821,4,CG0+G0,0,0,0,0
CHEMBL4570873,4,CG0+G0,0,0,0,0
CHEMBL4570880,4,CG0+G0,0,0,0,0
CHEMBL4570883,4,CG0+G0,0,0,0,0
CHEMBL4570886,4,CG0+G0,0,0,0,0
CHEMBL4570897,4,CG0+G0,0,0,0,0
CHEMBL4570930,4,CG0+G0,0,0,0,0
CHEMBL4570998,4,CG0+G0,0,0,0,0
CHEMBL4571005,4,CG0+G0,0,0,0,0
CHEMBL4571033,4,CG0+G0,0,0,0,0
CHEMBL4571128,4,CG0+G0,0,0,0,0
CHEMBL4571133,4,CG0+G0,0,0,0,0
CHEMBL4571146,4,CG0+G0,0,0,0,0
CHEMBL4571152,4,CG0+G0,0,0,0,0
CHEMBL4571171,4,CG0+G0,0,0,0,0
CHEMBL4571181,4,CG0+G0,0,0,0,0
CHEMBL4571198,4,CG0+G0,0,0,0,0
CHEMBL4571204,4,CG0+G0,0,0,0,0
CHEMBL4571214,4,CG0+G0,0,0,0,0
CHEMBL4571217,4,CG0+G0,0,0,0,0
CHEMBL4571234,4,CG0+G0,0,0,0,0
CHEMBL4571275,4,CG0+G0,0,0,0,0
CHEMBL4571291,4,CG0+G0,0,0,0,0
CHEMBL4571327,4,CG0+G0,0,0,0,0
CHEMBL4571336,4,CG0+G0,0,0,0,0
CHEMBL4571340,4,CG0+G0,0,0,0,0
CHEMBL4571350,4,CG0+G0,0,0,0,0
CHEMBL4571374,4,CG0+G0,0,0,0,0
CHEMBL4571375,4,CG0+G0,0,0,0,0
CHEMBL4571379,4,CG0+G0,0,0,0,0
CHEMBL4571398,4,CG0+G0,0,0,0,0
CHEMBL4571464,4,CG0+G0,0,0,0,0
CHEMBL4571487,4,CG0+G0,0,0,0,0
CHEMBL4571515,4,CG0+G0,0,0,0,0
CHEMBL4571523,4,CG0+G0,0,0,0,0
CHEMBL4571538,4,CG0+G0,0,0,0,0
CHEMBL4571541,4,CG0+G0,0,0,0,0
CHEMBL4571570,4,CG0+G0,0,0,0,0
CHEMBL4571641,4,CG0+G0,0,0,0,0
CHEMBL4571710,4,CG0+G0,0,0,0,0
CHEMBL4571718,4,CG0+G0,0,0,0,0
CHEMBL4571787,4,CG0+G0,0,0,0,0
CHEMBL4571826,4,CG0+G0,0,0,0,0
CHEMBL4571853,4,CG0+G0,0,0,0,0
CHEMBL4571913,4,CG0+G0,0,0,0,0
CHEMBL4571932,4,CG0+G0,0,0,0,0
CHEMBL4571997,4,CG0+G0,0,0,0,0
CHEMBL4572008,4,CG0+G0,0,0,0,0
CHEMBL4572045,4,CG0+G0,0,0,0,0
CHEMBL4572080,4,CG0+G0,0,0,0,0
CHEMBL4572101,4,CG0+G0,0,0,0,0
CHEMBL4572105,4,CG0+G0,0,0,0,0
CHEMBL4572135,4,CG0+G0,0,0,0,0
CHEMBL4572146,4,CG0+G0,0,0,0,0
CHEMBL4572225,4,CG0+G0,0,0,0,0
CHEMBL4572234,4,CG0+G0,0,0,0,0
CHEMBL4572242,4,CG0+G0,0,0,0,0
CHEMBL4572248,4,CG0+G0,0,0,0,0
CHEMBL4572257,4,CG0+G0,0,0,0,0
CHEMBL4572270,4,CG0+G0,0,0,0,0
CHEMBL4572692,4,CG0+G0,0,0,0,0
CHEMBL4572694,4,CG0+G0,0,0,0,0
CHEMBL4572721,4,CG0+G0,0,0,0,0
CHEMBL4572738,4,CG0+G0,0,0,0,0
CHEMBL4572749,4,CG0+G0,0,0,0,0
CHEMBL4572769,4,CG0+G0,0,0,0,0
CHEMBL4572789,4,CG0+G0,0,0,0,0
CHEMBL4572821,4,CG0+G0,0,0,0,0
CHEMBL4572830,4,CG0+G0,0,0,0,0
CHEMBL4572845,4,CG0+G0,0,0,0,0
CHEMBL4572846,4,CG0+G0,0,0,0,0
CHEMBL4572857,4,CG0+G0,0,0,0,0
CHEMBL4572867,4,CG0+G0,0,0,0,0
CHEMBL4572871,4,CG0+G0,0,0,0,0
CHEMBL4572874,4,CG0+G0,0,0,0,0
CHEMBL4572887,4,CG0+G0,0,0,0,0
CHEMBL4572889,4,CG0+G0,0,0,0,0
CHEMBL4572904,4,CG0+G0,0,0,0,0
CHEMBL4572919,4,CG0+G0,0,0,0,0
CHEMBL4572986,4,CG0+G0,0,0,0,0
CHEMBL4573004,4,CG0+G0,0,0,0,0
CHEMBL4573050,4,CG0+G0,0,0,0,0
CHEMBL4573052,4,CG0+G0,0,0,0,0
CHEMBL4573106,4,CG0+G0,0,0,0,0
CHEMBL4573118,4,CG0+G0,0,0,0,0
CHEMBL4573148,4,CG0+G0,0,0,0,0
CHEMBL4573174,4,CG0+G0,0,0,0,0
CHEMBL4573201,4,CG0+G0,0,0,0,0
CHEMBL4573280,4,CG0+G0,0,0,0,0
CHEMBL4573312,4,CG0+G0,0,0,0,0
CHEMBL4573323,4,CG0+G0,0,0,0,0
CHEMBL4573360,4,CG0+G0,0,0,0,0
CHEMBL4573372,4,CG0+G0,0,0,0,0
CHEMBL4573377,4,CG0+G0,0,0,0,0
CHEMBL4573378,4,CG0+G0,0,0,0,0
CHEMBL4573419,4,CG0+G0,0,0,0,0
CHEMBL4573477,4,CG0+G0,0,0,0,0
CHEMBL4573483,4,CG0+G0,0,0,0,0
CHEMBL4573492,4,CG0+G0,0,0,0,0
CHEMBL4573494,4,CG0+G0,0,0,0,0
CHEMBL4573510,4,CG0+G0,0,0,0,0
CHEMBL4573525,4,CG0+G0,0,0,0,0
CHEMBL4573545,4,CG0+G0,0,0,0,0
CHEMBL4573552,4,CG0+G0,0,0,0,0
CHEMBL4573593,4,CG0+G0,0,0,0,0
CHEMBL4573619,4,CG0+G0,0,0,0,0
CHEMBL4573658,4,CG0+G0,0,0,0,0
CHEMBL4573704,4,CG0+G0,0,0,0,0
CHEMBL4573706,4,CG0+G0,0,0,0,0
CHEMBL4573737,4,CG0+G0,0,0,0,0
CHEMBL4573751,4,CG0+G0,0,0,0,0
CHEMBL4573752,4,CG0+G0,0,0,0,0
CHEMBL4573785,4,CG0+G0,0,0,0,0
CHEMBL4573811,4,CG0+G0,0,0,0,0
CHEMBL4573827,4,CG0+G0,0,0,0,0
CHEMBL4573851,4,CG0+G0,0,0,0,0
CHEMBL4573877,4,CG0+G0,0,0,0,0
CHEMBL4573881,4,CG0+G0,0,0,0,0
CHEMBL4573882,4,CG0+G0,0,0,0,0
CHEMBL4573898,4,CG0+G0,0,0,0,0
CHEMBL4573906,4,CG0+G0,0,0,0,0
CHEMBL4573910,4,CG0+G0,0,0,0,0
CHEMBL4573915,4,CG0+G0,0,0,0,0
CHEMBL4573931,4,CG0+G0,0,0,0,0
CHEMBL4573971,4,CG0+G0,0,0,0,0
CHEMBL4573973,4,CG0+G0,0,0,0,0
CHEMBL4573980,4,CG0+G0,0,0,0,0
CHEMBL4574086,4,CG0+G0,0,0,0,0
CHEMBL4574093,4,CG0+G0,0,0,0,0
CHEMBL4574214,4,CG0+G0,0,0,0,0
CHEMBL4574220,4,CG0+G0,0,0,0,0
CHEMBL4574293,4,CG0+G0,0,0,0,0
CHEMBL4574295,4,CG0+G0,0,0,0,0
CHEMBL4574396,4,CG0+G0,0,0,0,0
CHEMBL4574397,4,CG0+G0,0,0,0,0
CHEMBL4574406,4,CG0+G0,0,0,0,0
CHEMBL4574724,4,CG0+G0,0,0,0,0
CHEMBL4574812,4,CG0+G0,0,0,0,0
CHEMBL4574855,4,CG0+G0,0,0,0,0
CHEMBL4574869,4,CG0+G0,0,0,0,0
CHEMBL4574877,4,CG0+G0,0,0,0,0
CHEMBL4574884,4,CG0+G0,0,0,0,0
CHEMBL4574912,4,CG0+G0,0,0,0,0
CHEMBL4574957,4,CG0+G0,0,0,0,0
CHEMBL4574986,4,CG0+G0,0,0,0,0
CHEMBL4574987,4,CG0+G0,0,0,0,0
CHEMBL4574995,4,CG0+G0,0,0,0,0
CHEMBL4574996,4,CG0+G0,0,0,0,0
CHEMBL4575052,4,CG0+G0,0,0,0,0
CHEMBL4575056,4,CG0+G0,0,0,0,0
CHEMBL4575057,4,CG0+G0,0,0,0,0
CHEMBL4575068,4,CG0+G0,0,0,0,0
CHEMBL4575071,4,CG0+G0,0,0,0,0
CHEMBL4575078,4,CG0+G0,0,0,0,0
CHEMBL4575113,4,CG0+G0,0,0,0,0
CHEMBL4575134,4,CG0+G0,0,0,0,0
CHEMBL4575151,4,CG0+G0,0,0,0,0
CHEMBL4575193,4,CG0+G0,0,0,0,0
CHEMBL4575197,4,CG0+G0,0,0,0,0
